year,month,day,hour,pm2.5,cbwd,DEWP,TEMP,PRES,Iws,Is,Ir
2012,10,24,3,149,cv,5,6,1012,0.45,0,0
2012,10,24,4,132,NW,5,5,1012,1.79,0,0
2012,10,24,5,129,NW,5,5,1012,3.58,0,0
2012,10,24,6,108,cv,4,5,1012,0.89,0,0
2012,10,24,7,123,cv,4,4,1012,1.78,0,0
2012,10,24,8,119,NW,7,8,1012,1.79,0,0
2012,10,24,9,88,NW,7,12,1012,3.58,0,0
2012,10,24,10,77,cv,7,16,1012,0.89,0,0
2012,10,24,11,82,cv,4,18,1012,1.78,0,0
2012,10,24,12,78,cv,2,22,1011,4.91,0,0
2012,10,24,13,52,NW,-5,24,1010,8.05,0,0
2012,10,24,14,42,NW,-5,25,1009,13.86,0,0
2012,10,24,15,24,NW,-5,24,1010,21.01,0,0
2012,10,24,16,31,NW,-5,24,1009,28.16,0,0
2012,10,24,17,94,NW,-3,22,1010,33.08,0,0
2012,10,24,18,116,SE,3,20,1011,4.92,0,0
2012,10,24,19,120,SE,4,19,1011,8.94,0,0
2012,10,24,20,137,cv,6,15,1012,0.89,0,0
2012,10,24,21,129,cv,8,11,1013,1.78,0,0
2012,10,24,22,122,NE,7,9,1014,0.89,0,0
2012,10,24,23,174,cv,8,10,1014,0.89,0,0
2012,10,25,0,174,NW,6,7,1014,1.79,0,0
2012,10,25,1,178,cv,7,8,1015,0.89,0,0
2012,10,25,2,202,cv,7,7,1015,1.78,0,0
2012,10,25,3,191,NW,6,6,1015,3.13,0,0
2012,10,25,4,89,NW,5,7,1015,4.92,0,0
2012,10,25,5,42,NW,5,6,1015,6.71,0,0
2012,10,25,6,35,cv,5,6,1016,0.89,0,0
2012,10,25,7,50,cv,5,6,1017,1.78,0,0
2012,10,25,8,55,NW,6,9,1017,3.13,0,0
2012,10,25,9,33,cv,7,13,1018,0.89,0,0
2012,10,25,10,67,cv,6,16,1018,1.78,0,0
2012,10,25,11,131,SE,7,17,1018,1.79,0,0
2012,10,25,12,164,SE,7,19,1018,3.58,0,0
2012,10,25,13,230,SE,7,19,1017,5.37,0,0
2012,10,25,14,275,SE,8,20,1016,7.16,0,0
2012,10,25,15,236,SE,8,20,1016,8.95,0,0
2012,10,25,16,220,SE,9,20,1016,9.84,0,0
2012,10,25,17,252,cv,11,15,1016,0.89,0,0
2012,10,25,18,331,cv,11,13,1017,1.34,0,0
2012,10,25,19,338,cv,11,12,1017,2.23,0,0
2012,10,25,20,338,cv,10,11,1018,2.68,0,0
2012,10,25,21,367,SE,9,10,1018,0.89,0,0
2012,10,25,22,301,SE,10,13,1019,2.68,0,0
2012,10,25,23,293,cv,10,12,1019,0.89,0,0
2012,10,26,0,293,cv,11,12,1019,1.78,0,0
2012,10,26,1,249,cv,12,13,1019,2.67,0,0
2012,10,26,2,226,cv,12,12,1019,3.56,0,0
2012,10,26,3,235,SE,12,12,1019,1.79,0,0
2012,10,26,4,237,cv,12,12,1019,0.89,0,0
2012,10,26,5,259,SE,12,12,1020,1.79,0,0
2012,10,26,6,248,cv,12,12,1020,0.89,0,0
2012,10,26,7,240,cv,12,12,1020,1.78,0,0
2012,10,26,8,253,SE,12,12,1020,3.13,0,0
2012,10,26,9,271,SE,12,12,1021,4.92,0,0
2012,10,26,10,283,SE,11,12,1020,6.71,0,1
2012,10,26,11,283,NE,12,12,1020,1.79,0,0
2012,10,26,12,288,cv,12,13,1019,0.89,0,0
2012,10,26,13,288,SE,11,13,1018,1.79,0,0
2012,10,26,14,293,cv,12,14,1017,0.89,0,0
2012,10,26,15,293,cv,12,15,1017,1.78,0,0
2012,10,26,16,296,cv,11,15,1017,2.67,0,0
2012,10,26,17,308,cv,12,14,1017,3.12,0,0
2012,10,26,18,317,NW,11,13,1017,0.89,0,0
2012,10,26,19,329,NW,12,13,1017,2.68,0,0
2012,10,26,20,313,NW,12,14,1017,5.81,0,0
2012,10,26,21,307,NW,12,14,1017,7.6,0,0
2012,10,26,22,309,NW,12,15,1017,9.39,0,0
2012,10,26,23,299,NW,12,14,1017,12.52,0,1
2012,10,27,0,304,NW,12,14,1016,15.65,0,0
2012,10,27,1,297,NW,11,13,1016,17.44,0,0
2012,10,27,2,281,NE,11,13,1015,0.89,0,0
2012,10,27,3,272,NW,11,12,1015,0.89,0,0
2012,10,27,4,275,cv,10,11,1015,0.45,0,0
2012,10,27,5,260,NW,8,9,1015,0.89,0,0
2012,10,27,6,246,NW,9,9,1016,2.68,0,0
2012,10,27,7,241,NW,8,9,1016,5.81,0,0
2012,10,27,8,239,SE,10,10,1016,0.89,0,0
2012,10,27,9,250,cv,12,12,1017,0.45,0,0
2012,10,27,10,248,cv,10,16,1016,2.24,0,0
2012,10,27,11,222,NW,9,18,1016,1.79,0,0
2012,10,27,12,232,NW,6,21,1015,6.71,0,0
2012,10,27,13,166,NW,2,22,1015,14.76,0,0
2012,10,27,14,105,NW,2,22,1014,21.91,0,0
2012,10,27,15,34,NW,0,22,1015,31.74,0,0
2012,10,27,16,27,NW,-2,22,1016,40.68,0,0
2012,10,27,17,20,NW,-3,20,1017,45.6,0,0
2012,10,27,18,15,NW,-3,19,1018,49.62,0,0
2012,10,27,19,20,NW,-5,17,1019,53.64,0,0
2012,10,27,20,19,NW,-10,16,1020,60.79,0,0
2012,10,27,21,6,NW,-11,15,1022,67.94,0,0
2012,10,27,22,12,NW,-9,13,1023,75.09,0,0
2012,10,27,23,11,NW,-7,11,1024,76.88,0,0
2012,10,28,0,11,NW,-5,9,1024,80.01,0,0
2012,10,28,1,7,NW,-3,9,1025,84.93,0,0
2012,10,28,2,13,NW,-3,8,1025,88.06,0,0
2012,10,28,3,7,NW,-2,6,1026,91.19,0,0
2012,10,28,4,11,NE,-3,9,1026,4.02,0,0
2012,10,28,5,13,NE,-3,8,1027,8.04,0,0
2012,10,28,6,13,NE,-2,7,1027,11.17,0,0
2012,10,28,7,13,NE,-1,8,1028,12.96,0,0
2012,10,28,8,20,NE,-2,10,1029,16.98,0,0
2012,10,28,9,18,NE,-4,12,1029,21,0,0
2012,10,28,10,9,NE,-4,13,1029,25.02,0,0
2012,10,28,11,8,SE,-4,14,1028,1.79,0,0
2012,10,28,12,11,cv,-6,15,1027,1.79,0,0
2012,10,28,13,16,SE,-5,15,1026,3.13,0,0
2012,10,28,14,23,SE,-4,15,1025,7.15,0,0
2012,10,28,15,27,SE,-4,15,1025,11.17,0,0
2012,10,28,16,26,SE,-3,14,1024,15.19,0,0
2012,10,28,17,38,SE,-1,12,1024,18.32,0,0
2012,10,28,18,52,SE,-1,11,1024,21.45,0,0
2012,10,28,19,57,SE,1,11,1025,25.47,0,0
2012,10,28,20,54,SE,3,11,1025,29.49,0,0
2012,10,28,21,57,SE,4,10,1025,32.62,0,0
2012,10,28,22,46,SE,5,10,1025,34.41,0,0
2012,10,28,23,41,cv,5,10,1025,0.89,0,0
2012,10,29,0,40,NE,5,9,1025,0.89,0,0
2012,10,29,1,39,SE,5,9,1025,1.79,0,0
2012,10,29,2,41,SE,4,9,1024,3.58,0,0
2012,10,29,3,42,cv,4,9,1024,0.89,0,0
2012,10,29,4,43,cv,4,9,1024,1.78,0,0
2012,10,29,5,48,SE,4,9,1023,1.79,0,0
2012,10,29,6,53,SE,4,9,1023,4.92,0,0
2012,10,29,7,55,SE,4,10,1023,6.71,0,0
2012,10,29,8,58,cv,4,10,1024,0.89,0,0
2012,10,29,9,58,cv,4,10,1024,1.78,0,0
2012,10,29,10,68,cv,3,11,1024,2.67,0,0
2012,10,29,11,80,NE,4,12,1023,1.79,0,0
2012,10,29,12,67,cv,5,14,1022,0.89,0,0
2012,10,29,13,65,cv,5,15,1022,1.78,0,0
2012,10,29,14,66,cv,5,15,1021,2.67,0,0
2012,10,29,15,53,NW,-6,16,1021,8.05,0,0
2012,10,29,16,9,NE,4,15,1022,1.79,0,0
2012,10,29,17,10,NW,4,13,1023,3.13,0,0
2012,10,29,18,11,NW,-4,11,1025,7.15,0,0
2012,10,29,19,11,NW,-7,10,1027,12.07,0,0
2012,10,29,20,10,NW,-6,7,1028,16.09,0,0
2012,10,29,21,9,NW,-7,7,1029,17.88,0,0
2012,10,29,22,8,NW,-9,9,1029,25.03,0,0
2012,10,29,23,9,NW,-11,9,1029,30.84,0,0
2012,10,30,0,8,NW,-14,9,1029,38.89,0,0
2012,10,30,1,11,NW,-14,7,1029,43.81,0,0
2012,10,30,2,11,NW,-13,6,1029,47.83,0,0
2012,10,30,3,10,NW,-10,2,1028,51.85,0,0
2012,10,30,4,12,cv,-4,1,1027,0.89,0,0
2012,10,30,5,16,cv,-6,1,1027,1.78,0,0
2012,10,30,6,17,cv,-4,1,1027,2.23,0,0
2012,10,30,7,25,cv,-4,0,1026,3.12,0,0
2012,10,30,8,29,SE,-3,5,1027,1.79,0,0
2012,10,30,9,27,cv,-7,8,1026,0.89,0,0
2012,10,30,10,24,SE,-11,11,1025,4.92,0,0
2012,10,30,11,NA,SE,-12,11,1024,10.73,0,0
2012,10,30,12,15,SE,-12,12,1022,16.54,0,0
2012,10,30,13,49,SE,-8,12,1020,21.46,0,0
2012,10,30,14,37,SE,-8,12,1020,27.27,0,0
2012,10,30,15,48,SE,-9,13,1018,34.42,0,0
2012,10,30,16,40,SE,-8,12,1018,40.23,0,0
2012,10,30,17,48,SE,-5,11,1018,45.15,0,0
2012,10,30,18,62,SE,-4,11,1018,49.17,0,0
2012,10,30,19,68,NW,-4,11,1019,4.02,0,0
2012,10,30,20,88,NW,-8,11,1020,9.83,0,0
2012,10,30,21,57,NW,-3,6,1021,13.85,0,0
2012,10,30,22,10,NW,-13,10,1022,21.9,0,0
2012,10,30,23,8,NW,-12,10,1022,27.71,0,0
2012,10,31,0,7,NW,-12,9,1022,33.52,0,0
2012,10,31,1,5,NW,-12,9,1022,41.57,0,0
2012,10,31,2,6,NE,-8,5,1023,0.89,0,0
2012,10,31,3,10,NE,-4,2,1022,1.78,0,0
2012,10,31,4,13,NW,-7,4,1022,1.79,0,0
2012,10,31,5,11,NE,-4,1,1022,0.89,0,0
2012,10,31,6,16,cv,-5,2,1022,0.89,0,0
2012,10,31,7,28,cv,-2,1,1023,1.78,0,0
2012,10,31,8,34,NW,1,4,1023,0.89,0,0
2012,10,31,9,15,NW,-7,10,1023,2.68,0,0
2012,10,31,10,16,NW,-9,11,1023,6.7,0,0
2012,10,31,11,11,cv,-11,12,1022,4.02,0,0
2012,10,31,12,10,NW,-12,13,1020,4.02,0,0
2012,10,31,13,12,NW,-15,14,1019,11.17,0,0
2012,10,31,14,11,NW,-15,15,1018,16.98,0,0
2012,10,31,15,10,NW,-14,15,1017,21.9,0,0
2012,10,31,16,13,NW,-15,16,1017,27.71,0,0
2012,10,31,17,11,cv,-12,13,1017,0.89,0,0
2012,10,31,18,38,cv,-3,8,1018,1.78,0,0
2012,10,31,19,65,cv,-3,7,1019,2.67,0,0
2012,10,31,20,79,cv,-1,5,1019,3.56,0,0
2012,10,31,21,78,cv,-1,4,1019,4.45,0,0
2012,10,31,22,76,SE,0,4,1019,0.89,0,0
2012,10,31,23,91,NE,-2,1,1019,1.79,0,0
2012,11,1,0,124,NE,0,2,1019,2.68,0,0
2012,11,1,1,135,cv,-1,1,1020,0.45,0,0
2012,11,1,2,121,cv,-1,1,1020,1.34,0,0
2012,11,1,3,102,NW,-1,1,1020,1.79,0,0
2012,11,1,4,78,NW,-3,-1,1019,4.92,0,0
2012,11,1,5,70,cv,-1,0,1019,0.89,0,0
2012,11,1,6,49,NW,-1,0,1020,1.79,0,0
2012,11,1,7,26,cv,-1,1,1020,0.89,0,0
2012,11,1,8,45,NW,0,3,1021,1.79,0,0
2012,11,1,9,57,NW,0,8,1021,4.92,0,0
2012,11,1,10,99,NW,-5,12,1020,6.71,0,0
2012,11,1,11,85,cv,-5,13,1020,1.79,0,0
2012,11,1,12,77,cv,-5,14,1019,3.58,0,0
2012,11,1,13,93,cv,-5,15,1018,5.37,0,0
2012,11,1,14,81,SE,-5,16,1018,3.13,0,0
2012,11,1,15,64,SE,-5,16,1017,6.26,0,0
2012,11,1,16,77,SE,-6,15,1017,10.28,0,0
2012,11,1,17,82,SE,-3,13,1017,12.07,0,0
2012,11,1,18,90,cv,1,9,1018,0.89,0,0
2012,11,1,19,115,SE,2,7,1019,0.89,0,0
2012,11,1,20,130,SE,1,5,1019,2.68,0,0
2012,11,1,21,134,SE,0,9,1019,5.81,0,0
2012,11,1,22,173,SE,1,9,1020,10.73,0,0
2012,11,1,23,172,SE,4,8,1020,13.86,0,0
2012,11,2,0,157,cv,2,5,1020,0.89,0,0
2012,11,2,1,141,NW,2,3,1020,3.13,0,0
2012,11,2,2,124,NW,2,3,1020,6.26,0,0
2012,11,2,3,124,cv,3,4,1020,0.89,0,0
2012,11,2,4,126,NW,2,3,1020,1.79,0,0
2012,11,2,5,136,NW,2,4,1020,3.58,0,0
2012,11,2,6,139,NW,2,4,1020,4.47,0,0
2012,11,2,7,144,NW,2,4,1021,6.26,0,0
2012,11,2,8,148,NW,3,5,1021,9.39,0,0
2012,11,2,9,141,NW,4,8,1021,11.18,0,0
2012,11,2,10,123,NW,3,10,1021,14.31,0,0
2012,11,2,11,134,SE,5,11,1020,1.79,0,0
2012,11,2,12,147,cv,5,13,1020,0.89,0,0
2012,11,2,13,170,SE,5,13,1019,3.13,0,0
2012,11,2,14,175,SE,5,14,1018,4.92,0,0
2012,11,2,15,181,SE,5,14,1018,6.71,0,0
2012,11,2,16,164,cv,5,14,1018,0.89,0,0
2012,11,2,17,176,cv,7,11,1019,1.34,0,0
2012,11,2,18,190,NE,6,8,1019,0.89,0,0
2012,11,2,19,204,cv,7,9,1020,0.89,0,0
2012,11,2,20,196,NW,6,8,1020,1.79,0,0
2012,11,2,21,214,cv,6,7,1021,0.89,0,0
2012,11,2,22,208,SE,6,7,1021,0.89,0,0
2012,11,2,23,209,cv,6,8,1021,0.45,0,0
2012,11,3,0,228,cv,7,8,1021,1.34,0,0
2012,11,3,1,212,cv,7,8,1021,1.79,0,0
2012,11,3,2,206,SE,6,7,1020,0.89,0,0
2012,11,3,3,199,SE,5,6,1020,1.78,0,0
2012,11,3,4,210,cv,6,7,1020,0.89,0,0
2012,11,3,5,194,NE,7,7,1020,0.89,0,0
2012,11,3,6,196,cv,7,8,1019,0.45,0,0
2012,11,3,7,194,SE,7,8,1020,0.89,0,0
2012,11,3,8,194,cv,8,9,1020,0.89,0,0
2012,11,3,9,192,SE,8,11,1020,4.02,0,0
2012,11,3,10,199,SE,8,11,1020,8.04,0,0
2012,11,3,11,205,SE,8,12,1019,12.06,0,0
2012,11,3,12,208,SE,8,11,1018,13.85,0,1
2012,11,3,13,207,cv,9,10,1017,0.89,0,2
2012,11,3,14,190,cv,9,10,1016,1.34,0,3
2012,11,3,15,162,NW,9,10,1015,3.13,0,4
2012,11,3,16,156,NW,9,10,1015,8.05,0,5
2012,11,3,17,154,NW,9,9,1014,12.97,0,6
2012,11,3,18,14,NW,5,7,1014,21.02,0,7
2012,11,3,19,12,NW,4,5,1013,30.85,0,9
2012,11,3,20,9,NW,3,5,1013,42.92,0,10
2012,11,3,21,10,NW,3,4,1013,51.86,0,11
2012,11,3,22,7,NW,2,3,1012,63.04,0,12
2012,11,3,23,12,NW,2,3,1012,72.87,0,13
2012,11,4,0,14,NW,2,3,1011,80.92,0,14
2012,11,4,1,11,NW,2,2,1011,88.97,0,15
2012,11,4,2,10,NW,1,2,1009,101.93,0,17
2012,11,4,3,7,NW,1,2,1009,113.11,0,18
2012,11,4,4,6,NW,2,2,1008,124.29,0,19
2012,11,4,5,8,NW,2,3,1008,128.31,0,20
2012,11,4,6,8,NW,2,3,1008,134.12,0,21
2012,11,4,7,11,NW,2,3,1008,138.14,0,22
2012,11,4,8,14,NW,2,3,1010,139.93,0,23
2012,11,4,9,15,NW,2,3,1010,143.06,0,24
2012,11,4,10,27,NW,2,3,1010,147.08,0,25
2012,11,4,11,22,NW,3,4,1011,150.21,0,26
2012,11,4,12,27,NW,2,4,1011,158.26,0,27
2012,11,4,13,29,NW,2,4,1011,167.2,0,28
2012,11,4,14,27,NW,1,4,1011,178.38,0,29
2012,11,4,15,26,NW,1,4,1012,189.56,0,30
2012,11,4,16,23,NW,0,4,1013,200.74,0,31
2012,11,4,17,25,NW,0,4,1013,208.79,0,32
2012,11,4,18,25,NW,0,4,1014,217.73,0,0
2012,11,4,19,30,NW,0,5,1015,226.67,0,1
2012,11,4,20,27,NW,0,5,1016,235.61,0,0
2012,11,4,21,29,NW,-1,5,1017,244.55,0,0
2012,11,4,22,22,NW,-1,4,1017,253.49,0,0
2012,11,4,23,22,NW,-2,4,1017,261.54,0,0
2012,11,5,0,25,NW,-2,4,1017,271.37,0,0
2012,11,5,1,21,NW,-3,5,1018,280.31,0,0
2012,11,5,2,17,NW,-3,5,1018,289.25,0,0
2012,11,5,3,17,NW,-4,5,1018,299.08,0,0
2012,11,5,4,15,NW,-4,4,1017,308.91,0,0
2012,11,5,5,14,NW,-4,4,1018,316.96,0,0
2012,11,5,6,19,NW,-4,5,1018,325.9,0,0
2012,11,5,7,16,NW,-4,5,1019,330.82,0,0
2012,11,5,8,19,NW,-4,6,1019,337.97,0,0
2012,11,5,9,22,NW,-4,7,1020,346.02,0,0
2012,11,5,10,26,NW,-3,9,1020,355.85,0,0
2012,11,5,11,24,NW,-3,10,1020,361.66,0,0
2012,11,5,12,28,NW,-4,9,1020,368.81,0,0
2012,11,5,13,34,NW,-4,10,1020,377.75,0,0
2012,11,5,14,27,NW,-3,10,1020,387.58,0,0
2012,11,5,15,33,NW,-3,11,1020,396.52,0,0
2012,11,5,16,36,NW,-3,10,1020,404.57,0,0
2012,11,5,17,34,NW,-3,9,1021,411.72,0,0
2012,11,5,18,36,NW,-3,8,1021,418.87,0,0
2012,11,5,19,36,NW,-3,8,1022,424.68,0,0
2012,11,5,20,38,NW,-3,7,1022,431.83,0,0
2012,11,5,21,40,NW,-3,7,1023,436.75,0,0
2012,11,5,22,32,NW,-3,6,1023,440.77,0,0
2012,11,5,23,38,NW,-2,6,1023,446.58,0,0
2012,11,6,0,39,NW,-3,5,1023,450.6,0,0
2012,11,6,1,42,NW,-2,2,1023,454.62,0,0
2012,11,6,2,48,NE,-2,2,1023,1.79,0,0
2012,11,6,3,54,NW,-3,2,1023,3.13,0,0
2012,11,6,4,51,cv,-3,3,1022,0.89,0,0
2012,11,6,5,50,NW,-3,3,1022,3.13,0,0
2012,11,6,6,49,cv,-3,3,1022,0.89,0,0
2012,11,6,7,54,cv,-1,1,1023,1.78,0,0
2012,11,6,8,68,NW,1,3,1023,1.79,0,0
2012,11,6,9,66,NW,-1,6,1023,4.92,0,0
2012,11,6,10,65,NW,-2,8,1023,6.71,0,0
2012,11,6,11,71,cv,-2,10,1022,0.89,0,0
2012,11,6,12,80,NW,-2,10,1022,1.79,0,0
2012,11,6,13,77,cv,-2,12,1021,1.79,0,0
2012,11,6,14,89,SE,-3,12,1020,1.79,0,0
2012,11,6,15,106,SE,-3,12,1020,4.92,0,0
2012,11,6,16,106,SE,-2,12,1020,8.05,0,0
2012,11,6,17,114,cv,0,9,1020,0.89,0,0
2012,11,6,18,109,SE,0,9,1020,1.79,0,0
2012,11,6,19,102,SE,2,5,1020,3.58,0,0
2012,11,6,20,116,cv,2,5,1020,0.89,0,0
2012,11,6,21,138,NW,1,7,1020,3.13,0,0
2012,11,6,22,135,NW,2,4,1020,4.92,0,0
2012,11,6,23,114,NW,0,3,1020,6.71,0,0
2012,11,7,0,99,cv,1,2,1020,0.89,0,0
2012,11,7,1,114,cv,1,1,1020,1.34,0,0
2012,11,7,2,132,cv,1,1,1020,2.23,0,0
2012,11,7,3,106,NW,0,1,1020,0.89,0,0
2012,11,7,4,82,cv,0,1,1019,0.89,0,0
2012,11,7,5,88,NW,-1,0,1019,1.79,0,0
2012,11,7,6,93,NW,-1,0,1019,3.58,0,0
2012,11,7,7,91,NW,-1,0,1020,5.37,0,0
2012,11,7,8,95,NW,1,2,1020,8.5,0,0
2012,11,7,9,87,NW,1,7,1020,11.63,0,0
2012,11,7,10,85,NW,-4,12,1019,19.68,0,0
2012,11,7,11,65,NW,-5,13,1019,24.6,0,0
2012,11,7,12,48,NW,-6,14,1018,31.75,0,0
2012,11,7,13,49,NW,-7,14,1018,37.56,0,0
2012,11,7,14,31,NW,-8,15,1018,45.61,0,0
2012,11,7,15,32,NW,-8,14,1018,52.76,0,0
2012,11,7,16,40,NW,-8,13,1018,58.57,0,0
2012,11,7,17,32,NW,-7,12,1018,63.49,0,0
2012,11,7,18,31,NW,-7,12,1018,69.3,0,0
2012,11,7,19,39,NW,-6,11,1019,74.22,0,0
2012,11,7,20,43,NW,-6,11,1019,77.35,0,0
2012,11,7,21,50,NW,-7,11,1019,82.27,0,0
2012,11,7,22,43,NW,-7,10,1019,86.29,0,0
2012,11,7,23,44,NW,-7,9,1020,89.42,0,0
2012,11,8,0,40,NW,-6,7,1020,91.21,0,0
2012,11,8,1,35,NW,-5,7,1019,95.23,0,0
2012,11,8,2,32,NW,-4,4,1019,97.02,0,0
2012,11,8,3,27,NW,-3,2,1019,100.15,0,0
2012,11,8,4,24,NW,-2,2,1019,101.94,0,0
2012,11,8,5,40,NW,-3,1,1019,103.73,0,0
2012,11,8,6,42,NW,-2,2,1020,105.52,0,0
2012,11,8,7,38,NW,-3,0,1020,108.65,0,0
2012,11,8,8,28,NW,-1,4,1021,110.44,0,0
2012,11,8,9,27,NW,-2,8,1022,113.57,0,0
2012,11,8,10,38,NW,-4,10,1021,115.36,0,0
2012,11,8,11,51,cv,-5,11,1021,0.89,0,0
2012,11,8,12,42,cv,-5,12,1020,1.78,0,0
2012,11,8,13,29,cv,-6,13,1019,3.57,0,0
2012,11,8,14,50,cv,-5,14,1019,5.36,0,0
2012,11,8,15,60,SE,-5,14,1019,1.79,0,0
2012,11,8,16,60,SE,-4,12,1019,4.92,0,0
2012,11,8,17,61,cv,-2,10,1019,0.89,0,0
2012,11,8,18,69,cv,1,6,1019,1.34,0,0
2012,11,8,19,79,cv,2,5,1020,2.23,0,0
2012,11,8,20,94,cv,1,4,1020,2.68,0,0
2012,11,8,21,102,NE,1,3,1021,0.89,0,0
2012,11,8,22,106,cv,1,2,1022,0.89,0,0
2012,11,8,23,102,SE,1,2,1022,0.89,0,0
2012,11,9,0,119,SE,1,2,1022,2.68,0,0
2012,11,9,1,114,SE,1,4,1023,4.47,0,0
2012,11,9,2,135,cv,1,4,1023,0.89,0,0
2012,11,9,3,116,cv,1,5,1023,1.34,0,0
2012,11,9,4,107,NE,3,4,1023,0.89,0,0
2012,11,9,5,96,NE,3,5,1023,1.78,0,0
2012,11,9,6,98,NE,3,6,1024,2.67,0,0
2012,11,9,7,104,cv,4,6,1025,0.89,0,0
2012,11,9,8,118,cv,4,6,1025,1.34,0,0
2012,11,9,9,134,cv,3,9,1025,2.23,0,0
2012,11,9,10,128,cv,3,10,1026,3.12,0,0
2012,11,9,11,103,cv,3,12,1025,4.01,0,0
2012,11,9,12,91,cv,2,12,1025,5.8,0,0
2012,11,9,13,95,SE,3,12,1025,1.79,0,0
2012,11,9,14,71,SE,2,12,1024,3.58,0,0
2012,11,9,15,71,SE,1,13,1024,5.37,0,0
2012,11,9,16,44,cv,1,12,1024,0.89,0,0
2012,11,9,17,62,SE,3,9,1024,0.89,0,0
2012,11,9,18,67,SE,3,6,1024,1.78,0,0
2012,11,9,19,105,NE,3,6,1025,0.89,0,0
2012,11,9,20,116,SE,3,5,1025,0.89,0,0
2012,11,9,21,143,SE,4,5,1025,1.78,0,0
2012,11,9,22,160,SE,3,7,1025,3.57,0,0
2012,11,9,23,127,SE,3,7,1025,4.46,0,0
2012,11,10,0,132,SE,3,6,1025,5.35,0,0
2012,11,10,1,116,cv,3,6,1025,0.89,0,0
2012,11,10,2,160,NE,4,6,1025,0.89,0,0
2012,11,10,3,122,cv,4,6,1024,0.89,0,0
2012,11,10,4,122,cv,4,6,1024,1.78,0,0
2012,11,10,5,130,NE,4,6,1024,0.89,0,0
2012,11,10,6,108,NW,4,6,1024,0.89,0,0
2012,11,10,7,112,NE,4,6,1024,1.79,0,0
2012,11,10,8,121,NW,5,7,1024,3.13,0,1
2012,11,10,9,110,NW,5,7,1024,6.26,0,2
2012,11,10,10,108,NE,5,7,1023,1.79,0,3
2012,11,10,11,83,NW,5,8,1022,3.13,0,4
2012,11,10,12,72,NW,4,7,1021,4.92,0,5
2012,11,10,13,62,NW,5,7,1021,8.05,0,6
2012,11,10,14,57,NW,5,6,1021,12.07,0,7
2012,11,10,15,46,NW,3,5,1020,16.99,0,8
2012,11,10,16,48,NW,3,5,1020,22.8,0,9
2012,11,10,17,31,cv,4,5,1019,0.89,0,10
2012,11,10,18,26,NW,2,5,1019,7.15,0,11
2012,11,10,19,22,NW,1,5,1019,16.09,0,0
2012,11,10,20,19,NW,-1,5,1019,25.03,0,0
2012,11,10,21,17,NW,-1,4,1018,33.97,0,0
2012,11,10,22,12,NW,-3,5,1018,43.8,0,0
2012,11,10,23,12,NW,-5,5,1017,54.98,0,0
2012,11,11,0,10,NW,-6,4,1016,63.92,0,0
2012,11,11,1,12,NW,-8,4,1016,73.75,0,0
2012,11,11,2,10,NW,-10,4,1015,82.69,0,0
2012,11,11,3,7,NW,-11,3,1015,91.63,0,0
2012,11,11,4,9,NW,-12,2,1014,100.57,0,0
2012,11,11,5,11,NW,-12,2,1014,109.51,0,0
2012,11,11,6,11,NW,-12,2,1014,119.34,0,0
2012,11,11,7,11,NW,-12,2,1013,125.15,0,0
2012,11,11,8,9,NW,-12,3,1013,132.3,0,0
2012,11,11,9,11,NW,-11,4,1012,141.24,0,0
2012,11,11,10,12,NW,-12,5,1012,154.2,0,0
2012,11,11,11,17,NW,-11,6,1013,166.27,0,0
2012,11,11,12,13,NW,-11,6,1013,179.23,0,0
2012,11,11,13,17,NW,-12,6,1013,191.3,0,0
2012,11,11,14,15,NW,-12,6,1013,203.37,0,0
2012,11,11,15,15,NW,-11,6,1014,214.55,0,0
2012,11,11,16,13,NW,-12,6,1015,223.49,0,0
2012,11,11,17,12,NW,-11,5,1015,229.3,0,0
2012,11,11,18,14,NW,-12,4,1017,238.24,0,0
2012,11,11,19,11,NW,-12,4,1017,248.07,0,0
2012,11,11,20,9,NW,-12,4,1018,255.22,0,0
2012,11,11,21,10,NW,-12,3,1018,261.03,0,0
2012,11,11,22,11,NW,-12,3,1019,266.84,0,0
2012,11,11,23,13,NW,-12,3,1019,271.76,0,0
2012,11,12,0,10,NW,-12,3,1019,276.68,0,0
2012,11,12,1,12,NW,-12,2,1019,278.47,0,0
2012,11,12,2,12,NW,-12,2,1019,282.49,0,0
2012,11,12,3,13,NW,-12,2,1019,288.3,0,0
2012,11,12,4,12,NW,-13,2,1019,294.11,0,0
2012,11,12,5,13,NW,-13,2,1019,299.92,0,0
2012,11,12,6,10,NW,-13,2,1019,304.84,0,0
2012,11,12,7,14,NW,-12,1,1020,307.97,0,0
2012,11,12,8,25,NW,-14,4,1020,311.99,0,0
2012,11,12,9,22,NE,-12,4,1020,1.79,0,0
2012,11,12,10,18,NW,-13,6,1019,4.02,0,0
2012,11,12,11,26,NW,-13,7,1019,7.15,0,0
2012,11,12,12,26,NW,-13,8,1018,11.17,0,0
2012,11,12,13,26,NW,-16,9,1016,18.32,0,0
2012,11,12,14,24,NW,-16,10,1015,27.26,0,0
2012,11,12,15,26,NW,-15,9,1015,36.2,0,0
2012,11,12,16,22,NW,-14,9,1015,45.14,0,0
2012,11,12,17,23,NW,-12,8,1015,52.29,0,0
2012,11,12,18,34,NW,-12,7,1016,58.1,0,0
2012,11,12,19,43,NW,-11,6,1016,62.12,0,0
